Site Name,Placement ID,Section Name,Placement Name,Unit Size,Date,* Served Impressions,Delivery Rate,* Clicks,* CTR,Post-Impression Conversions,Post-Click Conversions,Total Conversions,Video 25% Played Rate,Video 50% Played Rate,Video 75% Played Rate,Video Average Duration (Sec),Video Full Screen Asset Duration Value,Video Full Screen Average Duration (Sec),Video Full Screen Ended,Video Full Screen Muted,Video Full Screen Muted Rate,Video Full Screen Paused,Video Full Screen Paused Rate,Video Full Screen Started,Video Fully Played,Video Fully Played Rate,Video Muted,Video Muted Rate,Video Paused,Video Paused Rate,Video Played 25%,Video Played 50%,Video Played 75%,Video Played with Sound,Video Played with Sound Rate,Video Replayed,Video Replayed Rate,Video Started,Video Started Rate,Impressions with Video Start,Average Video Percentage Complete (%),Average Video Time Complete (Sec),Video Skipped,Video Not Skipped,Video Skip Rate,Video Not Skipped Rate,Engaged Views,Engaged View Rate,Shopping Cart Pixel Post-Impression Conversions,Shopping Cart Pixel Post-Click Conversions,Shopping Cart Pixel Total Conversions,Thank You page Post-Impression Conversions,Thank You page Post-Click Conversions,Thank You page Total Conversions
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,4/27/2017,7,0.00%,3,42.86%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,4/28/2017,3,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,4/29/2017,1,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,4/30/2017,1,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/1/2017,2,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/2/2017,3,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/3/2017,8,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/4/2017,9,0.00%,3,33.33%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/5/2017,2,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/6/2017,2,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/7/2017,5,0.00%,3,60.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/8/2017,2,0.00%,3,150.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/9/2017,3,0.00%,1,33.33%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/10/2017,1,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/11/2017,1,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/12/2017,3,0.00%,4,133.33%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/16/2017,3,0.00%,1,33.33%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/17/2017,2,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/18/2017,3,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164353,ROS,Prospecting_YourTurn_Mobile_320x480,N/A,5/19/2017,1,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,4/20/2017,21,0.00%,4,19.05%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,4/21/2017,"2,986",0.00%,2,0.07%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,4/22/2017,"4,313",0.00%,2,0.05%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,4/23/2017,"5,120",0.00%,6,0.12%,1,0,1,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,1,0,1
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,4/24/2017,"3,238",0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,4/25/2017,"1,276",0.00%,0,0.00%,2,0,2,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,2,0,2
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,4/26/2017,358,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,4/27/2017,216,0.00%,0,0.00%,9,0,9,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,7,0,7,2,0,2
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,4/28/2017,619,0.00%,1,0.16%,4,0,4,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,2,0,2,2,0,2
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,4/29/2017,"1,014",0.00%,1,0.10%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,4/30/2017,"1,207",0.00%,2,0.17%,12,0,12,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,10,0,10,2,0,2
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/1/2017,"2,166",0.00%,9,0.42%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/2/2017,"3,554",0.00%,6,0.17%,4,0,4,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,2,0,2,2,0,2
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/3/2017,"3,566",0.00%,3,0.08%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/4/2017,"3,922",0.00%,4,0.10%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/5/2017,"1,508",0.00%,4,0.27%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/6/2017,"2,764",0.00%,2,0.07%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/7/2017,"3,874",0.00%,5,0.13%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/8/2017,"4,515",0.00%,3,0.07%,6,0,6,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,4,0,4,2,0,2
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/9/2017,"1,104",0.00%,1,0.09%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/10/2017,975,0.00%,2,0.21%,2,0,2,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,2,0,2
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/11/2017,"1,909",0.00%,9,0.47%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/12/2017,"3,599",0.00%,4,0.11%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/13/2017,"4,817",0.00%,6,0.12%,5,0,5,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,5,0,5,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/14/2017,"5,087",0.00%,4,0.08%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/15/2017,"5,660",0.00%,3,0.05%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/16/2017,"6,110",0.00%,5,0.08%,2,0,2,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,2,0,2,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/17/2017,"1,068",0.00%,4,0.37%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/18/2017,"1,254",0.00%,4,0.32%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/19/2017,8,0.00%,2,25.00%,3,0,3,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,1,0,1,2,0,2
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/20/2017,7,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164354,ROS,Prospecting_YourTurn_Mobile_320x50,N/A,5/21/2017,9,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164357,ROS,Prospecting_RICH_Flight_160x600,N/A,5/1/2017,0,0.00%,2,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164357,ROS,Prospecting_RICH_Flight_160x600,N/A,5/19/2017,0,0.00%,1,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164358,ROS,Prospecting_RICH_Flight_300x600,N/A,4/26/2017,0,0.00%,1,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164358,ROS,Prospecting_RICH_Flight_300x600,N/A,5/1/2017,0,0.00%,3,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164358,ROS,Prospecting_RICH_Flight_300x600,N/A,5/2/2017,0,0.00%,8,0.00%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164377,ROS,Prospecting_Spotify_Audio,N/A,4/24/2017,"10,425",0.00%,18,0.17%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164377,ROS,Prospecting_Spotify_Audio,N/A,4/25/2017,"10,486",0.00%,10,0.10%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164377,ROS,Prospecting_Spotify_Audio,N/A,4/26/2017,"8,493",0.00%,6,0.07%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164377,ROS,Prospecting_Spotify_Audio,N/A,4/27/2017,"8,745",0.00%,6,0.07%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164377,ROS,Prospecting_Spotify_Audio,N/A,4/28/2017,"9,808",0.00%,5,0.05%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164377,ROS,Prospecting_Spotify_Audio,N/A,4/29/2017,"9,634",0.00%,8,0.08%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164377,ROS,Prospecting_Spotify_Audio,N/A,4/30/2017,"11,177",0.00%,8,0.07%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164377,ROS,Prospecting_Spotify_Audio,N/A,5/1/2017,"9,360",0.00%,5,0.05%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164377,ROS,Prospecting_Spotify_Audio,N/A,5/2/2017,"9,893",0.00%,8,0.08%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164377,ROS,Prospecting_Spotify_Audio,N/A,5/3/2017,"19,937",0.00%,17,0.09%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
Centro,21164377,ROS,Prospecting_Spotify_Audio,N/A,5/4/2017,"57,737",0.00%,36,0.06%,0,0,0,0.00%,0.00%,0.00%,0,0,0.00,0,0,0.00%,0,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00,0,0,0.00%,0.00%,0,0.00%,0,0,0,0,0,0
